user.id,sample.date,edits.all,edits.ns0,edits.talk,treat,play,twa.level,quality.score
21082504,"2014-03-30 05:00:00 UTC",6,6,0,1,0,0,6
21026882,"2014-03-21 05:00:00 UTC",8,8,0,1,0,0,5.585106382979999
21022407,"2014-03-21 05:00:00 UTC",8,2,0,1,0,0,0
20979096,"2014-03-15 05:00:00 UTC",0,0,0,1,0,0,0
21057942,"2014-03-26 05:00:00 UTC",3,3,0,1,0,0,3
21194820,"2014-04-15 05:00:00 UTC",13,11,2,1,0,0,5.23646034816
21098918,"2014-04-01 05:00:00 UTC",0,0,0,1,1,2,0
21377448,"2014-05-11 05:00:00 UTC",0,0,0,1,0,0,0
20871239,"2014-02-28 06:00:00 UTC",0,0,0,1,0,0,0
21279152,"2014-04-28 05:00:00 UTC",1,1,0,0,0,0,6
20976050,"2014-03-15 05:00:00 UTC",3,3,0,1,0,0,6
21434807,"2014-05-19 05:00:00 UTC",3,3,0,1,1,7,6
21205436,"2014-04-17 05:00:00 UTC",3,3,0,0,0,0,3.95
21123519,"2014-04-05 05:00:00 UTC",1,0,1,1,0,0,0
21252171,"2014-04-24 05:00:00 UTC",2,0,0,1,0,0,0
20966817,"2014-03-14 05:00:00 UTC",22,21,0,1,0,0,3.5955882352900006
20869590,"2014-02-28 06:00:00 UTC",2,0,2,1,0,0,0
21033432,"2014-03-23 05:00:00 UTC",1,0,0,1,0,0,0
20926948,"2014-03-08 06:00:00 UTC",0,0,0,1,0,0,0
21385701,"2014-05-12 05:00:00 UTC",15,7,8,1,0,0,5.653576437590001
20836840,"2014-02-23 06:00:00 UTC",0,0,0,1,1,1,0
21328363,"2014-05-05 05:00:00 UTC",0,0,0,1,1,2,0
20828653,"2014-02-21 06:00:00 UTC",0,0,0,1,0,0,0
21066226,"2014-03-27 05:00:00 UTC",5,5,0,1,0,0,0
20910580,"2014-03-06 06:00:00 UTC",5,5,0,1,0,0,6
21015977,"2014-03-20 05:00:00 UTC",3,3,0,1,0,0,0
21205380,"2014-04-17 05:00:00 UTC",3,2,1,1,1,7,0
21291495,"2014-04-29 05:00:00 UTC",19,19,0,1,0,0,4.1501154734400005
21254658,"2014-04-24 05:00:00 UTC",19,19,0,1,0,0,5.95386586929
21074436,"2014-03-28 05:00:00 UTC",11,1,10,1,0,0,4.2
21115410,"2014-04-03 05:00:00 UTC",2,2,0,1,0,0,4.83605870021
20927236,"2014-03-08 06:00:00 UTC",10,2,7,1,0,0,5.99724517906
21131808,"2014-04-06 05:00:00 UTC",107,1,104,1,1,7,5
21172771,"2014-04-12 05:00:00 UTC",3,3,0,1,0,0,0.00908402725208
21197348,"2014-04-16 05:00:00 UTC",1,1,0,1,0,0,6
21090858,"2014-03-31 05:00:00 UTC",8,6,0,0,0,0,0
20845101,"2014-02-24 06:00:00 UTC",3,0,3,1,1,1,0
21131823,"2014-04-06 05:00:00 UTC",19,18,0,1,0,0,5.997518610419999
20943408,"2014-03-10 05:00:00 UTC",11,8,3,1,0,0,0.555555555556
20927027,"2014-03-08 06:00:00 UTC",1,1,0,1,0,0,0
21166169,"2014-04-11 05:00:00 UTC",47,47,0,1,0,0,5.54819720383
20959800,"2014-03-13 05:00:00 UTC",36,21,1,1,1,1,4.768
21221945,"2014-04-19 05:00:00 UTC",4,4,0,1,0,0,0.9651162790700001
21097428,"2014-04-01 05:00:00 UTC",20,20,0,1,0,0,5.57142857143
21418561,"2014-05-17 05:00:00 UTC",13,13,0,1,0,0,6
20828739,"2014-02-21 06:00:00 UTC",15,15,0,1,0,0,5.981581311769999
21410372,"2014-05-16 05:00:00 UTC",1,1,0,1,0,0,5.82857142857
21043297,"2014-03-24 05:00:00 UTC",3,3,0,1,0,0,6
20976200,"2014-03-15 05:00:00 UTC",23,23,0,1,0,0,3.2285251215599997
20951625,"2014-03-12 05:00:00 UTC",0,0,0,1,1,1,0
21105612,"2014-04-02 05:00:00 UTC",105,99,4,1,0,0,4.27571291253
21194850,"2014-04-15 05:00:00 UTC",34,30,2,1,1,2,5.455540355680001
20951644,"2014-03-12 05:00:00 UTC",2,2,0,0,0,0,5.46428571429
21170535,"2014-04-11 05:00:00 UTC",3,3,0,1,0,0,5.95918367347
21049956,"2014-03-25 05:00:00 UTC",1,0,0,1,0,0,0
20980497,"2014-03-16 05:00:00 UTC",68,68,0,1,0,0,4.310532687649999
21290287,"2014-04-29 05:00:00 UTC",14,10,4,1,0,0,5.74392523364
21434994,"2014-05-19 05:00:00 UTC",15,15,0,1,1,7,0.181502086231
21058166,"2014-03-26 05:00:00 UTC",0,0,0,1,0,0,0
21334122,"2014-05-05 05:00:00 UTC",2,1,0,1,1,1,0.0277777777778
21099136,"2014-04-01 05:00:00 UTC",6,6,0,1,0,0,3.34482758621
20910728,"2014-03-06 06:00:00 UTC",1,0,1,1,0,0,0
21099145,"2014-04-01 05:00:00 UTC",11,11,0,0,0,0,0
21058186,"2014-03-26 05:00:00 UTC",12,5,6,1,0,0,0.6818181818179999
20861582,"2014-02-26 06:00:00 UTC",10,10,0,1,0,0,4.930792682930001
21426831,"2014-05-18 05:00:00 UTC",1,0,1,1,0,0,0
21222032,"2014-04-19 05:00:00 UTC",95,95,0,1,0,0,4.64260515604
20927127,"2014-03-08 06:00:00 UTC",8,7,0,0,0,0,5.2874015748000005
21384944,"2014-05-12 05:00:00 UTC",4,4,0,1,0,0,3.375
20845218,"2014-02-24 06:00:00 UTC",11,11,0,1,0,0,2.46956521739
20948765,"2014-03-11 05:00:00 UTC",4,3,1,1,1,1,0
20968102,"2014-03-14 05:00:00 UTC",1,1,0,0,0,0,0
21058221,"2014-03-26 05:00:00 UTC",4,3,0,1,0,0,2.36231884058
20936819,"2014-03-09 06:00:00 UTC",0,0,0,1,1,2,0
21140181,"2014-04-07 05:00:00 UTC",7,7,0,0,0,0,1.5363636363600002
21107415,"2014-04-02 05:00:00 UTC",0,0,0,1,0,0,0
21189341,"2014-04-14 05:00:00 UTC",3,3,0,1,0,0,0.85
20828895,"2014-02-21 06:00:00 UTC",12,12,0,1,0,0,3.42659574468
20946385,"2014-03-11 05:00:00 UTC",9,9,0,1,0,0,0
20968168,"2014-03-14 05:00:00 UTC",7,6,0,1,1,7,3.1045197740099995
21050095,"2014-03-25 05:00:00 UTC",15,15,0,1,0,0,4.670892762809999
21216723,"2014-04-18 05:00:00 UTC",20,7,0,1,0,0,3.7772925764199994
21041909,"2014-03-24 05:00:00 UTC",2,2,0,1,0,0,3.9695740365099996
21115650,"2014-04-03 05:00:00 UTC",0,0,0,1,1,7,0
21172995,"2014-04-12 05:00:00 UTC",9,0,9,0,0,0,0
20828943,"2014-02-21 06:00:00 UTC",0,0,0,1,1,6,0
21222165,"2014-04-19 05:00:00 UTC",4,2,2,1,0,0,0
20927254,"2014-03-08 06:00:00 UTC",22,22,0,1,0,0,3.7142857142900003
20845335,"2014-02-24 06:00:00 UTC",242,209,11,1,0,0,4.61360593891
21197594,"2014-04-16 05:00:00 UTC",49,49,0,1,1,1,5.74062637847
20837152,"2014-02-23 06:00:00 UTC",6,0,0,1,0,0,0
21025573,"2014-03-21 05:00:00 UTC",22,19,3,1,0,0,5.52279681763
21041959,"2014-03-24 05:00:00 UTC",27,27,0,1,0,0,0
21279530,"2014-04-28 05:00:00 UTC",17,16,1,1,0,0,4.4598930481300005
20960044,"2014-03-13 05:00:00 UTC",0,0,0,1,0,0,0
20869935,"2014-02-28 06:00:00 UTC",25,14,1,1,0,0,4.055721393030001
21205815,"2014-04-17 05:00:00 UTC",0,0,0,1,0,0,0
20907307,"2014-03-05 06:00:00 UTC",43,0,43,1,0,0,0
21287733,"2014-04-29 05:00:00 UTC",4,1,1,1,1,5,1
21099335,"2014-04-01 05:00:00 UTC",6,1,5,0,0,0,2.9558823529400002
21402445,"2014-05-15 05:00:00 UTC",14,14,0,1,0,0,2.72727272727
21017422,"2014-03-20 05:00:00 UTC",2,0,2,1,1,1,0
21055629,"2014-03-26 05:00:00 UTC",4,4,0,1,0,0,4
21082960,"2014-03-30 05:00:00 UTC",106,106,0,1,0,0,5.517496635260001
21132117,"2014-04-06 05:00:00 UTC",8,8,0,1,0,0,2.51034482759
20939577,"2014-03-10 05:00:00 UTC",30,30,0,1,0,0,5.846212121209999
21377880,"2014-05-11 05:00:00 UTC",13,13,0,1,0,0,1.9188405797099999
20910937,"2014-03-06 06:00:00 UTC",10,10,0,1,0,0,4.501274426509999
21164903,"2014-04-11 05:00:00 UTC",5,0,0,1,1,1,0
20910960,"2014-03-06 06:00:00 UTC",210,141,0,1,0,0,4.79267635972
21042033,"2014-03-24 05:00:00 UTC",1,0,0,1,0,0,0
21220736,"2014-04-19 05:00:00 UTC",4,0,3,1,1,1,0
21132161,"2014-04-06 05:00:00 UTC",23,23,0,1,0,0,4.9740190880199995
20951939,"2014-03-12 05:00:00 UTC",2,2,0,1,0,0,3
21083021,"2014-03-30 05:00:00 UTC",12,12,0,0,0,0,1.3368852459
21214102,"2014-04-18 05:00:00 UTC",50,44,3,1,0,0,5.48961206104
20951962,"2014-03-12 05:00:00 UTC",0,0,0,1,0,0,0
21050271,"2014-03-25 05:00:00 UTC",0,0,0,1,0,0,0
21214113,"2014-04-18 05:00:00 UTC",5,5,0,1,0,0,5.96428571429
21156773,"2014-04-09 05:00:00 UTC",53,52,0,0,0,0,4.0985440981800005
21114353,"2014-04-03 05:00:00 UTC",30,30,0,1,0,0,1.5770202020200002
21189546,"2014-04-14 05:00:00 UTC",7,7,0,1,0,0,2.11203319502
20979871,"2014-03-16 05:00:00 UTC",16,5,4,1,1,7,0.291891891892
21091252,"2014-03-31 05:00:00 UTC",8,7,0,1,0,0,0.06557377049180001
21197641,"2014-04-16 05:00:00 UTC",0,0,0,1,0,0,0
20943803,"2014-03-10 05:00:00 UTC",9,9,0,1,0,0,2.0654761904799996
21192181,"2014-04-15 05:00:00 UTC",12,12,0,1,0,0,4.4142614601
20919239,"2014-03-07 06:00:00 UTC",1,1,0,1,1,2,2
20968394,"2014-03-14 05:00:00 UTC",57,46,11,1,0,0,3.6074927953900002
21200375,"2014-04-16 05:00:00 UTC",0,0,0,1,0,0,0
20938955,"2014-03-10 05:00:00 UTC",1,1,0,1,0,0,0
20950521,"2014-03-11 05:00:00 UTC",20,19,0,1,1,2,3.1151393924199997
20910313,"2014-03-05 06:00:00 UTC",5,5,0,1,0,0,1.6257668711700002
21427164,"2014-05-18 05:00:00 UTC",3,0,0,1,0,0,0
21431120,"2014-05-19 05:00:00 UTC",17,17,0,1,0,0,5.85384615385
21214178,"2014-04-18 05:00:00 UTC",11,11,0,1,0,0,0.957507082153
21205990,"2014-04-17 05:00:00 UTC",33,33,0,1,0,0,4.0411693057199995
21111633,"2014-04-03 05:00:00 UTC",29,29,0,1,0,0,4.85301353014
20853741,"2014-02-25 06:00:00 UTC",0,0,0,1,1,7,0
20837362,"2014-02-23 06:00:00 UTC",7,7,0,1,0,0,5.109090909090001
21078868,"2014-03-29 05:00:00 UTC",3,3,0,1,0,0,0
21173247,"2014-04-12 05:00:00 UTC",12,11,0,1,0,0,5.10804020101
21403821,"2014-05-15 05:00:00 UTC",5,3,0,1,0,0,6
21279760,"2014-04-28 05:00:00 UTC",2,2,0,1,0,0,0
21214227,"2014-04-18 05:00:00 UTC",2,1,0,1,0,0,0
21091351,"2014-03-31 05:00:00 UTC",177,157,13,0,0,0,5.47712418301
20861985,"2014-02-27 06:00:00 UTC",4,4,0,1,0,0,0
20935714,"2014-03-09 06:00:00 UTC",0,0,0,1,1,3,0
21070683,"2014-03-28 05:00:00 UTC",3,3,0,1,0,0,5.6
21158888,"2014-04-10 05:00:00 UTC",48,0,0,1,1,4,0
20861991,"2014-02-27 06:00:00 UTC",1,1,0,1,0,0,2
21197866,"2014-04-16 05:00:00 UTC",6,6,0,1,0,0,1.4571428571399998
20837420,"2014-02-23 06:00:00 UTC",1,1,0,1,0,0,1.9795918367299998
21194930,"2014-04-15 05:00:00 UTC",7,6,1,1,0,0,0
21384712,"2014-05-12 05:00:00 UTC",80,0,0,1,0,0,0
21042237,"2014-03-24 05:00:00 UTC",20,20,0,1,0,0,5.02588996764
21279808,"2014-04-28 05:00:00 UTC",5,5,0,1,0,0,5.03597122302
21167627,"2014-04-11 05:00:00 UTC",5,5,0,1,0,0,1
21419078,"2014-05-17 05:00:00 UTC",3,3,0,1,0,0,0.23076923076900002
21156938,"2014-04-09 05:00:00 UTC",3,3,0,1,0,0,6
21063863,"2014-03-27 05:00:00 UTC",3,2,1,1,0,0,5.96710526316
20862037,"2014-02-27 06:00:00 UTC",1,1,0,0,0,0,0
21129401,"2014-04-05 05:00:00 UTC",2,1,0,1,0,0,2.58039215686
21427288,"2014-05-18 05:00:00 UTC",4,4,0,1,0,0,0.34285714285700003
20943961,"2014-03-11 05:00:00 UTC",3,2,1,1,0,0,4
20853853,"2014-02-25 06:00:00 UTC",5,5,0,1,0,0,5.875
21091426,"2014-03-31 05:00:00 UTC",6,6,0,1,0,0,0.7730769230769999
21290899,"2014-04-29 05:00:00 UTC",2,2,0,1,0,0,6
21206117,"2014-04-17 05:00:00 UTC",2,2,0,1,1,7,0
21032797,"2014-03-22 05:00:00 UTC",1,0,1,1,1,6,0
20943976,"2014-03-11 05:00:00 UTC",15,15,0,1,0,0,5.2490774907699995
21418856,"2014-05-17 05:00:00 UTC",34,28,4,1,0,0,5.03681710214
21175828,"2014-04-12 05:00:00 UTC",4,4,0,1,0,0,4.6
21081840,"2014-03-30 05:00:00 UTC",62,62,0,0,0,0,5.46963336132
20952197,"2014-03-12 05:00:00 UTC",3,3,0,1,0,0,6
21042310,"2014-03-24 05:00:00 UTC",3,3,0,1,0,0,0
21218156,"2014-04-19 05:00:00 UTC",2,0,0,0,0,0,0
21378191,"2014-05-11 05:00:00 UTC",48,45,0,1,0,0,3.32747716093
20853905,"2014-02-25 06:00:00 UTC",16,14,2,1,0,0,5.44192634561
20862100,"2014-02-27 06:00:00 UTC",0,0,0,1,0,0,0
21083285,"2014-03-30 05:00:00 UTC",2,2,0,1,0,0,3.5
21066904,"2014-03-27 05:00:00 UTC",4,4,0,1,0,0,2.90476190476
20911258,"2014-03-06 06:00:00 UTC",5,5,0,1,0,0,5.09668508287
21140336,"2014-04-07 05:00:00 UTC",3,3,0,1,0,0,5.86696230599
21054321,"2014-03-26 05:00:00 UTC",11,11,0,1,1,7,5.00551724138
21083314,"2014-03-30 05:00:00 UTC",9,9,0,1,0,0,6
20839124,"2014-02-23 06:00:00 UTC",0,0,0,1,1,7,0
21132473,"2014-04-06 05:00:00 UTC",52,27,8,0,0,0,4.63848797251
20968635,"2014-03-14 05:00:00 UTC",0,0,0,1,0,0,0
21173438,"2014-04-12 05:00:00 UTC",3,3,0,1,0,0,0
21214399,"2014-04-18 05:00:00 UTC",47,41,6,1,0,0,3.1204005006299997
21153995,"2014-04-09 05:00:00 UTC",5,5,0,1,1,1,2.95238095238
20919495,"2014-03-07 06:00:00 UTC",1,1,0,1,0,0,0
21050569,"2014-03-25 05:00:00 UTC",284,265,5,1,1,1,2.79710144928
21206236,"2014-04-17 05:00:00 UTC",141,0,0,0,0,0,0
21111674,"2014-04-03 05:00:00 UTC",7,7,0,1,0,0,3.9717948717900002
21017827,"2014-03-20 05:00:00 UTC",0,0,0,1,0,0,0
21279972,"2014-04-28 05:00:00 UTC",29,28,0,1,0,0,4.64743589744
21107944,"2014-04-02 05:00:00 UTC",9,9,0,1,1,7,0.0773249738767
21271420,"2014-04-26 05:00:00 UTC",0,0,0,1,0,0,0
21157104,"2014-04-09 05:00:00 UTC",5,5,0,1,0,0,2.15496368039
21075188,"2014-03-28 05:00:00 UTC",9,9,0,0,0,0,0.12037037037000001
21198071,"2014-04-16 05:00:00 UTC",0,0,0,1,0,0,0
21411064,"2014-05-16 05:00:00 UTC",0,0,0,1,0,0,0
20972415,"2014-03-14 05:00:00 UTC",0,0,0,1,0,0,0
21222655,"2014-04-19 05:00:00 UTC",9,9,0,1,0,0,5.69249011858
21270123,"2014-04-26 05:00:00 UTC",3,3,0,1,1,1,4.25
21140353,"2014-04-07 05:00:00 UTC",169,0,0,1,0,0,0
21014743,"2014-03-20 05:00:00 UTC",0,0,0,1,1,2,0
20972418,"2014-03-14 05:00:00 UTC",1,1,0,1,0,0,6
21431164,"2014-05-19 05:00:00 UTC",10,10,0,1,0,0,5.96366685299
21137624,"2014-04-07 05:00:00 UTC",7,7,0,1,0,0,4.89972899729
21378322,"2014-05-11 05:00:00 UTC",7,7,0,1,0,0,0.0045662100456599995
21222678,"2014-04-19 05:00:00 UTC",5,5,0,1,1,1,4
21067034,"2014-03-27 05:00:00 UTC",0,0,0,1,0,0,0
20960546,"2014-03-13 05:00:00 UTC",0,0,0,1,1,4,0
21345573,"2014-05-07 05:00:00 UTC",5,5,0,1,0,0,0
20952373,"2014-03-12 05:00:00 UTC",35,35,0,1,0,0,1.83957219251
21173558,"2014-04-12 05:00:00 UTC",5,3,2,1,0,0,2.02931596091
21026108,"2014-03-21 05:00:00 UTC",29,28,0,1,1,2,4.79062690201
21330079,"2014-05-05 05:00:00 UTC",0,0,0,1,0,0,0
21196201,"2014-04-15 05:00:00 UTC",14,14,0,1,0,0,3.9518072289199995
20829509,"2014-02-21 06:00:00 UTC",6,0,0,1,0,0,0
21271878,"2014-04-26 05:00:00 UTC",12,12,0,0,0,0,3.8447348193699997
20845899,"2014-02-24 06:00:00 UTC",0,0,0,1,0,0,0
20974975,"2014-03-15 05:00:00 UTC",0,0,0,1,0,0,0
21427545,"2014-05-18 05:00:00 UTC",36,36,0,1,0,0,4.6771694214899995
21272788,"2014-04-27 05:00:00 UTC",0,0,0,1,0,0,0
21116260,"2014-04-03 05:00:00 UTC",173,164,5,1,1,2,3.3326284626800002
21173605,"2014-04-12 05:00:00 UTC",4,4,0,0,0,0,5.15351194786
21128825,"2014-04-05 05:00:00 UTC",0,0,0,1,0,0,0
20968808,"2014-03-14 05:00:00 UTC",0,0,0,1,0,0,0
21419369,"2014-05-17 05:00:00 UTC",4,4,0,1,0,0,3.38255033557
20903274,"2014-03-05 06:00:00 UTC",7,7,0,1,0,0,0
20927851,"2014-03-08 06:00:00 UTC",10,10,0,1,0,0,0
20829548,"2014-02-21 06:00:00 UTC",9,7,0,1,0,0,1
21435761,"2014-05-19 05:00:00 UTC",3,3,0,0,0,0,0.479166666667
21288306,"2014-04-29 05:00:00 UTC",4,4,0,1,0,0,0
20845939,"2014-02-24 06:00:00 UTC",0,0,0,1,1,7,0
20908244,"2014-03-05 06:00:00 UTC",16,10,5,1,1,4,0
20981523,"2014-03-16 05:00:00 UTC",10,8,2,1,0,0,4.884615384619999
21125825,"2014-04-05 05:00:00 UTC",3,3,0,1,0,0,1.29411764706
21117096,"2014-04-04 05:00:00 UTC",29,29,0,1,0,0,2.83489681051
20952449,"2014-03-12 05:00:00 UTC",0,0,0,1,0,0,0
20837762,"2014-02-23 06:00:00 UTC",9,9,0,1,0,0,5.90374331551
20911503,"2014-03-06 06:00:00 UTC",1,0,0,1,0,0,0
20944276,"2014-03-11 05:00:00 UTC",4,4,0,1,0,0,0
21066650,"2014-03-27 05:00:00 UTC",17,17,0,1,0,0,3.56132344552
21378464,"2014-05-11 05:00:00 UTC",40,39,1,1,0,0,4
21386660,"2014-05-13 05:00:00 UTC",3,3,0,1,0,0,0.31724137930999996
21198257,"2014-04-16 05:00:00 UTC",0,0,0,1,1,1,0
20952500,"2014-03-12 05:00:00 UTC",1,1,0,0,0,0,6
20941045,"2014-03-10 05:00:00 UTC",1,1,0,1,0,0,6
20977090,"2014-03-15 05:00:00 UTC",10,9,1,1,0,0,4.143933685
20957430,"2014-03-12 05:00:00 UTC",13,13,0,1,1,6,3.4413223140499998
20854215,"2014-02-26 06:00:00 UTC",0,0,0,1,1,5,0
21034447,"2014-03-23 05:00:00 UTC",15,0,15,1,0,0,0
21083602,"2014-03-30 05:00:00 UTC",10,0,0,0,0,0,0
21429435,"2014-05-19 05:00:00 UTC",1,0,0,1,0,0,0
21372495,"2014-05-11 05:00:00 UTC",0,0,0,1,0,0,0
21165533,"2014-04-11 05:00:00 UTC",0,0,0,1,1,2,0
21378526,"2014-05-11 05:00:00 UTC",6,6,0,1,0,0,0
21435878,"2014-05-19 05:00:00 UTC",22,22,0,1,0,0,4.82743362832
20927978,"2014-03-08 06:00:00 UTC",6,5,1,0,0,0,5.87142857143
21124008,"2014-04-05 05:00:00 UTC",44,14,0,1,1,7,4.405329593269999
20829684,"2014-02-21 06:00:00 UTC",31,31,0,1,0,0,4.30788005579
21100798,"2014-04-01 05:00:00 UTC",8,8,0,1,0,0,3.2941176470599998
21042089,"2014-03-24 05:00:00 UTC",1,0,0,1,0,0,0
