"home_team_api_id","away_team_api_id","away_team_prob","draw_prob","home_team_prob","index","home_team_goal","away_team_goal","B365H","B365D","B365A"
9825.0,9826.0,0.1549233327744399,0.18057657740390506,0.6645000898216544,3684.0,2.0,1.0,1.25,6.5,15.0
8191.0,8455.0,0.4412813323930234,0.32971623212028794,0.22900243548668797,3685.0,1.0,3.0,9.0,5.0,1.4
8197.0,8668.0,0.33079267742068486,0.402374264534389,0.26683305804492613,3686.0,2.0,2.0,3.2,3.4,2.4
8650.0,8466.0,0.1807882662487281,0.29581342993003945,0.523398303821232,3687.0,2.0,1.0,1.33,5.75,10.0
10260.0,10003.0,0.11499911593630661,0.1775554611227272,0.7074454229409656,3688.0,1.0,2.0,1.36,5.0,11.0
10261.0,8456.0,0.5925079439749651,0.20127744404032408,0.20621461198471078,3689.0,0.0,2.0,5.25,4.33,1.67
10172.0,8667.0,0.17690864460291023,0.30080817260084086,0.5222831827962493,3690.0,0.0,1.0,2.5,3.3,3.1
10194.0,10252.0,0.2985245289856843,0.3180029936758998,0.3834724773384165,3691.0,0.0,1.0,1.95,3.5,4.5
8659.0,8472.0,0.20710572706391234,0.325587494914882,0.46730677802120507,3692.0,2.0,2.0,2.25,3.4,3.5
8654.0,8586.0,0.446541317101193,0.250438493060334,0.30302018983847295,3693.0,0.0,1.0,3.8,3.6,2.05
9825.0,8191.0,0.17184255779845728,0.1737447759210436,0.654412666280499,3694.0,3.0,0.0,1.25,6.5,14.0
10252.0,8586.0,0.4118880200713912,0.2876406652654777,0.30047131466313126,3695.0,1.0,2.0,3.75,3.6,2.1
8455.0,10172.0,0.07352878922743548,0.2748785827308494,0.651592628041715,3696.0,2.0,1.0,1.17,8.5,21.0
9826.0,8472.0,0.3912355241888225,0.3249870757604903,0.28377740005068725,3697.0,1.0,3.0,2.1,3.5,3.8
8668.0,10003.0,0.14530263011743633,0.22351194162766966,0.6311854282548933,3698.0,0.0,0.0,1.75,3.8,5.25
8667.0,8466.0,0.23326351282684535,0.3355970441075099,0.4311394430656438,3699.0,0.0,1.0,3.8,3.6,2.05
8197.0,8659.0,0.21633934050260012,0.3090305572361201,0.47463010226127955,3700.0,0.0,1.0,2.3,3.5,3.3
8456.0,10260.0,0.16497998718792323,0.22556222955489952,0.6094577832571768,3701.0,1.0,0.0,1.91,3.75,4.33
10261.0,8650.0,0.5214020552811905,0.21833231487766575,0.2602656298411432,3702.0,1.0,0.0,3.8,3.75,2.0
10194.0,8654.0,0.26140424335914025,0.34764623646432447,0.3909495201765351,3703.0,2.0,2.0,2.38,3.4,3.25
8191.0,8667.0,0.23239261146222986,0.30830278702946795,0.4593046015083023,3704.0,1.0,0.0,2.5,3.4,3.0
8650.0,8455.0,0.3245607119395309,0.361936080281558,0.31350320777891133,3705.0,1.0,2.0,3.4,3.4,2.3
10260.0,9826.0,0.18585043778877425,0.2206047058529964,0.5935448563582291,3706.0,1.0,0.0,1.3,6.0,11.0
10172.0,8456.0,0.5753611852868803,0.22399059973972832,0.2006482149733911,3707.0,2.0,2.0,7.0,4.75,1.5
8466.0,8197.0,0.1886375281990607,0.31263237075855926,0.49873010104237986,3708.0,2.0,0.0,1.44,4.75,8.0
8472.0,8668.0,0.6094424897140227,0.19035871486087907,0.20019879542509825,3709.0,1.0,1.0,4.0,3.5,2.05
10003.0,9825.0,0.5995002171766729,0.19101906297884558,0.2094807198444815,3710.0,2.0,1.0,3.75,3.5,2.1
8586.0,10194.0,0.295504681529525,0.32834254547345565,0.3761527729970191,3711.0,1.0,2.0,1.7,4.0,5.5
8659.0,10261.0,0.22119314759213685,0.3287288573648376,0.4500779950430248,3712.0,0.0,2.0,2.3,3.5,3.3
8654.0,10252.0,0.2135888595886736,0.30856270753636617,0.47784843287496004,3713.0,0.0,0.0,1.75,3.75,5.5
9825.0,10260.0,0.18629341320365694,0.3519260267212085,0.4617805600751351,3714.0,1.0,2.0,2.15,3.6,3.5
10252.0,8466.0,0.29688982204524694,0.3035793634268005,0.3995308145279513,3715.0,1.0,1.0,5.25,3.75,1.75
8455.0,8659.0,0.09071195589550514,0.1994784264269709,0.7098096176775243,3716.0,2.0,0.0,1.25,6.5,15.0
9826.0,8650.0,0.3097747935949882,0.3276964471043901,0.3625287593006216,3717.0,3.0,1.0,4.33,3.7,1.91
8668.0,8654.0,0.1859044888205078,0.2624114310147123,0.5516840801647795,3718.0,2.0,1.0,1.85,3.8,4.5
8667.0,8586.0,0.34718034191451425,0.3409173260376293,0.31190233204785645,3719.0,1.0,2.0,3.6,3.4,2.2
8197.0,8472.0,0.2758017669467939,0.36336925362860384,0.3608289794246016,3720.0,0.0,0.0,2.1,3.5,3.8
8456.0,10003.0,0.13279565099799084,0.11040015102944982,0.7568041979725592,3721.0,2.0,1.0,1.4,5.25,8.5
10261.0,10172.0,0.2868372033096267,0.3123126497706337,0.4008501469197396,3722.0,1.0,0.0,1.83,3.75,4.75
10194.0,8191.0,0.28027295550581677,0.3089368220334012,0.410790222460782,3723.0,1.0,2.0,1.7,3.8,5.75
8191.0,10252.0,0.27188354747862287,0.30241800431171323,0.42569844820966335,3724.0,1.0,1.0,2.15,3.4,3.75
8650.0,10194.0,0.21824404186332275,0.3209186058933861,0.46083735224329087,3725.0,1.0,0.0,1.73,4.0,5.0
10260.0,8667.0,0.08229992023687965,0.1621484113388225,0.7555516684242969,3726.0,3.0,0.0,1.33,5.75,10.0
10172.0,8197.0,0.22931896791986423,0.2654638858948091,0.5052171461853264,3727.0,3.0,2.0,2.38,3.4,3.25
8466.0,8456.0,0.4935461469137149,0.2726989388846344,0.23375491420165045,3728.0,0.0,3.0,3.2,3.6,2.3
8472.0,8455.0,0.5919526784068406,0.18164278780970464,0.2264045337834553,3729.0,0.0,0.0,9.0,5.0,1.4
10003.0,9826.0,0.23120583790657726,0.2513919938343955,0.5174021682590275,3730.0,1.0,1.0,1.8,3.75,5.0
8586.0,8668.0,0.4335153747610456,0.2033514458618052,0.3631331793771493,3731.0,2.0,1.0,2.25,3.6,3.25
